Rk,Name,Pos,Tm,Salary
,Josh McCown\McCoJo01,QB,PHI,"$2,000,000 "
,Ha Ha Clinton-Dix\ClinHa00,FS,CHI,"$2,000,000 "
,Angelo Blackson\BlacAn00,DT,HOU,"$2,000,000 "
,Jason Witten\WittJa00,TE,DAL,"$2,000,000 "
,Jason McCourty\McCoJa99,DB,NWE,"$2,000,000 "
,Nate Ebner\EbneNa00,DB,NWE,"$2,000,000 "
,Ty Sambrailo\SambTy00,OT,ATL,"$2,000,000 "
,Jimmie Ward\WardJi01,SS,SFO,"$2,000,000 "
,Earl Thomas\ThomEa99,DB,BAL,"$2,000,000 "
,Le'Veon Bell\BellLe00,RB,NYJ,"$2,000,000 "
,Laken Tomlinson\TomlLa01,OG,SFO,"$2,000,000 "
,Nick Easton\EastNi00,C,NOR,"$2,000,000 "
,Andre Roberts\RobeAn00,WR,BUF,"$2,000,000 "
,Andy Lee\LeexAn20,P,ARI,"$2,000,000 "
,Lerentee McCray\McCrLe01,LB,JAX,"$2,000,000 "
,Mychal Kendricks\KendMy00,ILB,SEA,"$2,000,000 "
,Jacoby Brissett\BrisJa00,QB,IND,"$2,000,000 "
,Ereck Flowers\FlowEr00,OT,WAS,"$2,000,000 "
,Lorenzo Alexander\AlexLo99,LB,BUF,"$2,000,000 "
,Jared Cook\CookJa02,TE,NOR,"$2,000,000 "
,Mark Ingram\IngrMa01,RB,BAL,"$2,000,000 "
,Henry Anderson\AndeHe00,DE,NYJ,"$2,000,000 "
,Kevin Johnson\JohnKe04,CB,BUF,"$2,000,000 "
,Jeff Heuerman\HeueJe00,TE,DEN,"$2,000,000 "
,Sean Lee\LeexSe99,LB,DAL,"$2,000,000 "
,Randall Cobb\CobbRa00,WR,DAL,"$2,000,000 "
439,Joe Thuney\ThunJo00,OG,NWE,"$1,995,000 "
440,Golden Tate\TateGo00,WR,NYG,"$1,975,000 "
441,Tyreek Hill\HillTy00,WR,KAN,"$1,965,036 "
442,Taylor Decker\DeckTa00,OT,DET,"$1,945,498 "
443,Keanu Neal\NealKe01,FS,ATL,"$1,914,224 "
444,Rontez Miles\MileRo00,FS,NYJ,"$1,907,000 "
445,Patrick Chung\ChunPa99,DB,NWE,"$1,900,000 "
,Michael Thomas\ThomMi02,S,NYG,"$1,900,000 "
,Lee Smith\SmitLe00,TE,BUF,"$1,900,000 "
,Greg Olsen\OlseGr00,TE,CAR,"$1,900,000 "
449,Saquon Barkley\BarkSa00,RB,NYG,"$1,897,943 "
450,Ryan Kelly\KellRy00,C,IND,"$1,875,134 "
451,Adam Vinatieri\vinatada01,K,IND,"$1,875,000 "
452,Marshon Lattimore\LattMa01,CB,NOR,"$1,861,324 "
453,Shaq Lawson\LawsSh00,DE,BUF,"$1,851,679 "
454,Darron Lee\LeexDa00,OLB,KAN,"$1,843,861 "
455,Will Fuller\FullWi01,WR,HOU,"$1,836,043 "
456,Denzel Ward\WardDe02,CB,CLE,"$1,805,698 "
457,Laquon Treadwell\TreaLa00,WR,MIN,"$1,804,770 "
458,Chris Jones\JoneCh02,P,DAL,"$1,800,000 "
,Tyler Kroft\KrofTy00,TE,BUF,"$1,800,000 "
,Brett Kern\KernBr20,P,TEN,"$1,800,000 "
,Jonathan Bostic\BostJo00,LB,WAS,"$1,800,000 "
,Duke Johnson\JohnDu00,RB,HOU,"$1,800,000 "
463,William Jackson\JackWi02,CB,CIN,"$1,773,497 "
464,Artie Burns\BurnAr00,CB,PIT,"$1,757,861 "
465,Joe Thomas\ThomJo04,LB,DAL,"$1,750,000 "
,Kwon Alexander\AlexKw00,OLB,SFO,"$1,750,000 "
,Rex Burkhead\BurkRe00,RB,NWE,"$1,750,000 "
,Cody Davis\DaviCo02,S,JAX,"$1,750,000 "
,Ryan Tannehill\TannRy00,QB,TEN,"$1,750,000 "
,Quinton Spain\SpaiQu00,OG,BUF,"$1,750,000 "
471,Kenny Clark\ClarKe01,DT,GNB,"$1,726,588 "
472,Antoine Bethea\BethAn20,DB,NYG,"$1,725,000 "
473,Deshaun Watson\WatsDe00,QB,HOU,"$1,724,480 "
474,Jordan Mills\MillJo02,OT,ARI,"$1,700,000 "
,Seth Roberts\RobeSe00,WR,BAL,"$1,700,000 "
476,Haason Reddick\ReddHa00,OLB,ARI,"$1,690,270 "
477,Derek Barnett\BarnDe01,DE,PHI,"$1,633,252 "
478,Malik Hooker\HookMa00,FS,IND,"$1,610,446 "
479,Matthew Slater\SlatMa00,WR,NWE,"$1,600,000 "
,Derek Carrier\CarrDe00,WR,OAK,"$1,600,000 "
,Patrick DiMarco\DiMaPa00,FB,BUF,"$1,600,000 "
482,Germain Ifedi\IfedGe00,OT,SEA,"$1,577,060 "
483,Tevin Coleman\ColeTe01,RB,SFO,"$1,550,000 "
,K'Waun Williams\WillKW00,DB,SFO,"$1,550,000 "
485,Marlon Humphrey\HumpMa00,CB,BAL,"$1,542,044 "
486,Jonathan Allen\AlleJo01,DT,WAS,"$1,519,216 "
487,Zach Kerr\KerrZa00,NT,ARI,"$1,500,000 "
,Jamison Crowder\CrowJa00,WR,NYJ,"$1,500,000 "
,Eric Reid\ReidEr00,FS,CAR,"$1,500,000 "
,Darqueze Dennard\DennDa00,CB,CIN,"$1,500,000 "
,Adrian Phillips\PhilAd00,DB,LAC,"$1,500,000 "
,Brandon Copeland\CopeBr00,LB,NYJ,"$1,500,000 "
,Greg Mancz\MancGr00,C,HOU,"$1,500,000 "
,J.R. Sweezy\SweeJ.00,G,ARI,"$1,500,000 "
,Sherrick McManis\McMaSh99,DB,CHI,"$1,500,000 "
,Justin Bethel\BethJu00,CB,BAL,"$1,500,000 "
,Ryan Fitzpatrick\FitzRy00,QB,MIA,"$1,500,000 "
,Anthony Levine\LeviAn00,S,BAL,"$1,500,000 "
,Mark Glowinski\GlowMa00,OG,IND,"$1,500,000 "
,C.J. Uzomah\UzomC.00,TE,CIN,"$1,500,000 "
,Carl Davis\DaviCa01,DT,IND,"$1,500,000 "
,Phillip Dorsett\DorsPh00,WR,NWE,"$1,500,000 "
,Seantrel Henderson\HendSe00,OT,HOU,"$1,500,000 "
,K.J. Wright\WrigK.00,LB,SEA,"$1,500,000 "
,Damion Square\SquaDa00,DE,LAC,"$1,500,000 "
,Steve McLendon\McLeSt00,DT,NYJ,"$1,500,000 "
,Donte Moncrief\MoncDo00,WR,PIT,"$1,500,000 "
,Jason Myers\MyerJa00,K,SEA,"$1,500,000 "
,Demarcus Lawrence\LawrDe00,DE,DAL,"$1,500,000 "
,Tress Way\WayxTr00,P,WAS,"$1,500,000 "
,Jonotthan Harrison\HarrJo03,C,NYJ,"$1,500,000 "
,Jarius Wright\WrigJa02,WR,CAR,"$1,500,000 "
,Steven Nelson\NelsSt01,CB,PIT,"$1,500,000 "
,Rodney McLeod\McLeRo00,S,PHI,"$1,500,000 "
,Geoff Swaim\SwaiGe00,TE,JAX,"$1,500,000 "
516,Adoree' Jackson\JackAd00,CB,TEN,"$1,490,708 "
517,Ben Banogu\BanoBe00,EDGE,IND,"$1,482,500 "
518,Randy Bullock\BullRa00,K,CIN,"$1,475,000 "
519,O.J. Howard\HowaO.00,TE,TAM,"$1,473,602 "
520,Garett Bolles\BollGa00,OT,DEN,"$1,467,900 "
521,Jarrad Davis\DaviJa01,ILB,DET,"$1,462,198 "
522,Charles Harris\HarrCh03,DE,MIA,"$1,450,794 "
523,Bradley Sowell\SoweBr00,T,CHI,"$1,450,000 "
,Cameron Erving\ErviCa00,OT,KAN,"$1,450,000 "
,Jarrod Wilson\WilsJa00,S,JAX,"$1,450,000 "
,Josh Kline\KlinJo01,OL,MIN,"$1,450,000 "
,Michael Person\PersMi00,OL,SFO,"$1,450,000 "
,Geronimo Allison\AlliGe01,WR,GNB,"$1,450,000 "
529,Irv Smith Jr.\SmitIr01,TE,MIN,"$1,447,500 "
530,Evan Engram\EngrEv00,TE,NYG,"$1,439,391 "
531,Gareon Conley\ConlGa00,CB,OAK,"$1,416,584 "
532,Tom Compton\CompTo00,T,NYJ,"$1,410,000 "
533,Jabrill Peppers\PeppJa00,SS,NYG,"$1,405,181 "
534,Carlos Hyde\HydeCa00,RB,HOU,"$1,400,000 "
,Keith Smith\SmitKe03,LB,ATL,"$1,400,000 "
,Luke Stocker\StocLu00,TE,ATL,"$1,400,000 "
,Alex Erickson\EricAl01,WR,CIN,"$1,400,000 "
,Drew Brees\BreeDr00,QB,NOR,"$1,400,000 "
,Walt Aikens\AikeWa00,CB,MIA,"$1,400,000 "
,Raheem Mostert\MostRa00,RB,SFO,"$1,400,000 "
541,Takkarist McKinley\McKiTa00,OLB,ATL,"$1,393,775 "
542,TreDavious White\WhitTr01,CB,BUF,"$1,382,374 "
543,Taco Charlton\CharTa00,DE,MIA,"$1,376,672 "
544,Eric Rowe\RoweEr00,CB,MIA,"$1,375,000 "
,Nick Dzubnar\DzubNi00,LB,LAC,"$1,375,000 "
546,Emmanuel Ogbah\OgbaEm00,DE,KAN,"$1,351,315 "
547,Spencer Long\LongSp00,OG,BUF,"$1,350,000 "
,Adarius Taylor\GlanAd00,LB,CLE,"$1,350,000 "
,Dennis Kelly\KellDe00,OT,TEN,"$1,350,000 "
,Billy Turner\TurnBi00,OT,GNB,"$1,350,000 "
551,Jaylon Smith\SmitJa05,OLB,DAL,"$1,335,678 "
552,David Njoku\NjokDa00,TE,CLE,"$1,330,918 "
553,Roquan Smith\SmitRo07,ILB,CHI,"$1,319,871 "
554,Myles Jack\JackMy00,OLB,JAX,"$1,313,787 "
555,T.J. Watt\WattT.00,OLB,PIT,"$1,306,688 "
556,Rashaan Melvin\MelvRa00,CB,DET,"$1,300,000 "
557,Xavien Howard\HowaXa00,CB,MIA,"$1,285,642 "
558,Erik Harris\HarrEr00,DB,OAK,"$1,275,000 "
559,Ryan Ramczyk\RamcRy00,OT,NOR,"$1,273,323 "
560,Noah Spence\SpenNo00,DE,WAS,"$1,273,132 "
561,Sterling Shepard\ShepSt00,WR,NYG,"$1,260,623 "
562,Clayton Geathers\GeatCl00,SS,IND,"$1,250,000 "
,Teddy Bridgewater\BridTe00,QB,NOR,"$1,250,000 "
,Bruce Irvin\IrviBr00,DE,CAR,"$1,250,000 "
,Tyson Alualu\AluaTy99,DT,PIT,"$1,250,000 "
,Kenny Vaccaro\VaccKe00,FS,TEN,"$1,250,000 "
,Frank Gore\GoreFr00,RB,BUF,"$1,250,000 "
,Roosevelt Nix\NixxRo01,FB,PIT,"$1,250,000 "
,Adrian Amos\AmosAd00,FS,GNB,"$1,250,000 "
,Thomas Davis\DaviTh20,LB,LAC,"$1,250,000 "
,Matt Barkley\BarkMa00,QB,BUF,"$1,250,000 "
,Stefen Wisniewski\WisnSt01,OL,KAN,"$1,250,000 "
,Julian Stanford\StanJu00,LB,BUF,"$1,250,000 "
,Pat O'Donnell\ODonPa00,P,CHI,"$1,250,000 "
,Al Woods\WoodAl99,DT,SEA,"$1,250,000 "
,Demetrius Harris\HarrDe03,TE,CLE,"$1,250,000 "
,Beau Brinkley\BrinBe00,LSTE,TEN,"$1,250,000 "
578,Kamalei Correa\CorrKa00,OLB,TEN,"$1,234,043 "
579,Minkah Fitzpatrick\FitzMi00,FS,2TM,"$1,227,626 "
580,Deshazor Everett\EverDe01,CB,WAS,"$1,225,000 "
581,Austin Johnson\JohnAu01,DT,TEN,"$1,222,122 "
582,Demaryius Thomas\ThomDe03,WR,NYJ,"$1,200,000 "
,Kendall Lamm\LammKe00,T,CLE,"$1,200,000 "
584,Chris Jones\JoneCh09,DT,KAN,"$1,199,714 "
585,Reggie Ragland\RaglRe00,ILB,KAN,"$1,196,551 "
586,Derrick Henry\HenrDe00,RB,TEN,"$1,187,445 "
587,Hunter Henry\HenrHu00,TE,LAC,"$1,170,042 "
588,A'Shawn Robinson\RobiAS00,DT,DET,"$1,163,678 "
589,Vita Vea\VeaxVi00,DT,TAM,"$1,153,829 "
590,Vontaze Burfict\BurfVo00,LB,OAK,"$1,150,000 "
,Kyle Wilber\WilbKy00,OLB,OAK,"$1,150,000 "
,Jordan Berry\BerrJo00,P,PIT,"$1,150,000 "
,Charles Clay\ClayCh00,TE,ARI,"$1,150,000 "
594,Michael Thomas\ThomMi05,WR,NOR,"$1,148,041 "
595,Vernon Butler\ButlVe00,DT,CAR,"$1,144,980 "
596,Da'Ron Payne\PaynDa00,DT,WAS,"$1,135,380 "
597,Mike Remmers\RemmMi00,T,NYG,"$1,125,000 "
,Brooks Reed\ReedBr00,DL,ARI,"$1,125,000 "
,Tre Boston\BostTr00,FS,CAR,"$1,125,000 "
600,Jarran Reed\ReedJa02,DT,SEA,"$1,116,769 "
601,Kevin King\KingKe01,CB,GNB,"$1,108,717 "
602,Cam Robinson\RobiCa00,OT,JAX,"$1,103,015 "
603,Nick Martin\MartNi00,C,HOU,"$1,101,133 "
604,Ramon Foster\FostRa21,T,PIT,"$1,100,000 "
,Jason Verrett\VerrJa00,CB,SFO,"$1,100,000 "
,Stephen Gostkowski\GostSt20,K,NWE,"$1,100,000 "
,Eric Kush\KushEr00,C,CLE,"$1,100,000 "
,Aaron Rodgers\RodgAa00,QB,GNB,"$1,100,000 "
,Mark Nzeocha\NzeoMa00,OLB,SFO,"$1,100,000 "
610,Kolton Miller\MillKo00,OT,OAK,"$1,092,333 "
611,Budda Baker\BakeBu00,FS,ARI,"$1,085,910 "
612,Zay Jones\JoneZa00,WR,BUF,"$1,081,348 "
613,Morris Claiborne\ClaiMo00,CB,KAN,"$1,080,000 "
614,Forrest Lamp\LampFo00,OG,LAC,"$1,071,084 "
615,Deion Jones\JoneDe01,OLB,ATL,"$1,069,860 "
616,Marcus Maye\MayeMa00,FS,NYJ,"$1,060,822 "
617,Tremaine Edmunds\EdmuTr01,ILB,BUF,"$1,055,434 "
618,Curtis Samuel\SamuCu00,WR,CAR,"$1,051,698 "
619,Brandon Mebane\MebaBr99,DT,LAC,"$1,050,000 "
,Damien Williams\WillDa05,RB,KAN,"$1,050,000 "
,Marcedes Lewis\LewiMa00,TE,GNB,"$1,050,000 "
,Deone Bucannon\BucaDe00,SS,TAM,"$1,050,000 "
623,Dalvin Cook\CookDa01,RB,MIN,"$1,042,576 "
624,Mackensie Alexander\AlexMa01,CB,MIN,"$1,038,587 "
625,Marcus Williams\WillMa06,FS,NOR,"$1,032,313 "
626,Matt Schaub\SchaMa00,QB,ATL,"$1,030,000 "
,Richie Incognito\IncoRi20,G,OAK,"$1,030,000 "
,L.P. Ladouceur\LadoL.20,LS,DAL,"$1,030,000 "
,Don Muhlbach\MuhlDo20,C,DET,"$1,030,000 "
,Adrian Peterson\PeteAd01,RB,WAS,"$1,030,000 "
,Donald Penn\PennDo20,T,WAS,"$1,030,000 "
,Dominique Rodgers-Cromartie\RodgDo99,DB,WAS,"$1,030,000 "
,J.J. Jansen\JansJ.00,C,CAR,"$1,030,000 "
,Sam Young\YounSa21,T,SFO,"$1,030,000 "
,Andre Smith\SmitAn23,T,CIN,"$1,030,000 "
,Orlando Scandrick\ScanOr99,DB,PHI,"$1,030,000 "
,Clark Harris\HarrCl20,TE,CIN,"$1,030,000 "
,Darren Sproles\SproDa00,RB,PHI,"$1,030,000 "
,Zak DeOssie\DeOsZa99,LB,NYG,"$1,030,000 "
,DeSean Jackson\JackDe00,WR,PHI,"$1,030,000 "
641,Jaire Alexander\AlexJa00,CB,GNB,"$1,027,761 "
642,Cody Whitehair\WhitCo03,OG,CHI,"$1,026,077 "
643,L.J. Fort\FortL.00,LB,2TM,"$1,025,000 "
644,Sidney Jones\JoneSi00,CB,PHI,"$1,023,190 "
645,Leighton Vander Esch\VandLe00,OLB,DAL,"$1,018,535 "
646,Frank Ragnow\RagnFr00,C,DET,"$1,015,461 "
647,Gerald Everett\EverGe00,TE,LAR,"$1,014,497 "
648,Billy Price\PricBi01,C,CIN,"$1,012,386 "
649,Sean Davis\DaviSe00,FS,PIT,"$1,007,314 "
650,Rashaan Evans\EvanRa01,ILB,TEN,"$1,006,236 "
651,Adam Shaheen\ShahAd00,TE,CHI,"$1,002,322 "
652,Isaiah Wynn\WynnIs00,OT,NWE,"$1,000,087 "
653,Aaron Lynch\LyncAa00,DE,CHI,"$1,000,000 "
,Josh Lambo\LambJo00,K,JAX,"$1,000,000 "
,Nevin Lawson\LawsNe00,CB,OAK,"$1,000,000 "
,Cameron Fleming\FlemCa00,OT,DAL,"$1,000,000 "
,Malik Jackson\JackMa02,DT,PHI,"$1,000,000 "
,Landon Collins\CollLa00,SS,WAS,"$1,000,000 "
,C.J. Anderson\AndeC.00,RB,DET,"$1,000,000 "
,Chris Reed\ReedCh00,G,MIA,"$1,000,000 "
,Margus Hunt\HuntMa00,DE,IND,"$1,000,000 "
,T.J. Yeldon\YeldT.00,RB,BUF,"$1,000,000 "
,Zach Brown\BrowZa00,OLB,PHI,"$1,000,000 "
,Tyrod Taylor\TaylTy00,QB,LAC,"$1,000,000 "
,Tramaine Brock\BrocTr00,DB,ARI,"$1,000,000 "
,Mike Iupati\IupaMi20,G,SEA,"$1,000,000 "
,Robert Griffin\GrifRo01,QB,BAL,"$1,000,000 "
,Brian Poole\PoolBr01,S,NYJ,"$1,000,000 "
,Dante Fowler\FowlDa00,OLB,LAR,"$1,000,000 "
,Brandin Cooks\CookBr00,WR,LAR,"$1,000,000 "
,Chris Boswell\BoswCh00,K,PIT,"$1,000,000 "
,Tavon Austin\AustTa00,WR,DAL,"$1,000,000 "
,Matt Paradis\ParaMa00,C,CAR,"$1,000,000 "
,C.J. Mosley\MoslC.00,ILB,NYJ,"$1,000,000 "
,James Develin\DeveJa00,RB,NWE,"$1,000,000 "
,Darryl Roberts\RobeDa00,CB,NYJ,"$1,000,000 "
,Za'Darius Smith\SmitZa00,DE,GNB,"$1,000,000 "
,Blake Bortles\BortBl00,QB,LAR,"$1,000,000 "
,B.W. Webb\WebbBW00,CB,CIN,"$1,000,000 "
,Denzelle Good\GoodDe01,OT,OAK,"$1,000,000 "
,Casey Kreiter\KreiCa00,LS,DEN,"$1,000,000 "
,Morgan Burnett\BurnMo99,DB,CLE,"$1,000,000 "
,Tyler Eifert\EifeTy00,TE,CIN,"$1,000,000 "
,Craig Robertson\RobeCr00,LB,NOR,"$1,000,000 "
,Brandon Graham\GrahBr99,DE,PHI,"$1,000,000 "
,Daniel McCullers\McCuDa00,DT,PIT,"$1,000,000 "
,Shaquil Barrett\BarrSh00,OLB,TAM,"$1,000,000 "
,Nick O'Leary\OLeaNi00,TE,MIA,"$1,000,000 "
,Mike Glennon\GlenMi00,QB,OAK,"$1,000,000 "
,Jordan Matthews\MattJo00,WR,SFO,"$1,000,000 "
,Ronald Darby\DarbRo00,CB,PHI,"$1,000,000 "
,Trevor Siemian\SiemTr00,QB,NYJ,"$1,000,000 "
,Malcolm Brown\BrowMa03,RB,LAR,"$1,000,000 "
,Brandon Bolden\BoldBr00,RB,NWE,"$1,000,000 "
,Pierre Desir\DesiPi00,CB,IND,"$1,000,000 "
,Rodney Gunter\GuntRo00,DT,ARI,"$1,000,000 "
,Kyle Fuller\FullKy00,CB,CHI,"$1,000,000 "
,Johnathan Hankins\HankJo00,DT,OAK,"$1,000,000 "
,Timmy Jernigan\JernTi00,DT,PHI,"$1,000,000 "
,Stephon Gilmore\GilmSt00,CB,NWE,"$1,000,000 "
,Mark Barron\BarrMa00,LB,PIT,"$1,000,000 "
,Neville Hewitt\HewiNe00,LB,NYJ,"$1,000,000 "
,Justin Tucker\TuckJu00,K,BAL,"$1,000,000 "
,Christian Covington\CoviCh00,DT,DAL,"$1,000,000 "
,Jamize Olawale\OlawJa00,FB,DAL,"$1,000,000 "
,Mike Davis\DaviMi01,RB,CHI,"$1,000,000 "
,Malcom Brown\BrowMa01,DT,NOR,"$1,000,000 "
,Maurkice Pouncey\PounMa20,C,PIT,"$1,000,000 "
,Joe Looney\LoonJo01,G,DAL,"$1,000,000 "
,Justin Houston\HousJu00,LB,IND,"$1,000,000 "
,Morgan Cox\CoxxMo00,C,BAL,"$1,000,000 "
,Quincy Enunwa\EnunQu00,WR,NYJ,"$1,000,000 "
,Tavon Wilson\WilsTa00,FS,DET,"$1,000,000 "
,Vinny Curry\CurrVi00,DE,PHI,"$1,000,000 "
,Latavius Murray\MurrLa00,RB,NOR,"$1,000,000 "
,Julian Edelman\EdelJu00,WR,NWE,"$1,000,000 "
,Ray-Ray Armstrong\ArmsRa01,LB,NOR,"$1,000,000 "
,Nick Boyle\BoylNi00,TE,BAL,"$1,000,000 "
,Dan Bailey\BailDa00,K,MIN,"$1,000,000 "
720,Cyrus Jones\JoneCy00,CB,BAL,"$996,000 "
721,Vonn Bell\BellVo00,SS,NOR,"$991,677 "
722,Quincy Wilson\WilsQu01,CB,IND,"$989,207 "
723,D.J. Moore\MoorD.00,WR,CAR,"$987,787 "
724,Adam Gotsis\GotsAd00,DT,DEN,"$986,987 "
725,Hayden Hurst\HursHa00,TE,BAL,"$981,638 "
726,Tyler Boyd\BoydTy00,WR,CIN,"$980,769 "
727,Calvin Ridley\RidlCa00,WR,ATL,"$975,487 "
728,Markus Golden\GoldMa00,OLB,NYG,"$975,000 "
,Austin Reiter\ReitAu00,C,KAN,"$975,000 "
,Russell Shepard\ShepRu00,WR,NYG,"$975,000 "
731,Tyus Bowser\BowsTy00,OLB,BAL,"$971,874 "
732,Rashaad Penny\PennRa00,RB,SEA,"$969,338 "
733,Terrell Edmunds\EdmuTe00,S,PIT,"$966,263 "
734,Joe Mixon\MixoJo00,RB,CIN,"$960,470 "
735,Ryan Anderson\AndeRy00,OLB,WAS,"$949,066 "
736,Taven Bryan\BryaTa00,DT,JAX,"$941,589 "
737,James Bradberry\BradJa00,CB,CAR,"$940,114 "
738,Mario Edwards\EdwaMa01,DE,NOR,"$935,000 "
739,Josh Harris\HarrJo02,LS,ATL,"$930,000 "
,Taiwan Jones\JoneTa00,RB,HOU,"$930,000 "
,Fletcher Cox\CoxxFl00,DT,PHI,"$930,000 "
,Kyle Love\LoveKy00,DT,CAR,"$930,000 "
,Andrew Sendejo\SendAn00,DB,PHI,"$930,000 "
,Anthony Sherman\SherAn00,RB,KAN,"$930,000 "
,Colin Jones\JoneCo01,DB,CAR,"$930,000 "
,J'Marcus Webb\WebbJM20,T,MIA,"$930,000 "
,Jason Kelce\KelcJa00,OL,PHI,"$930,000 "
,Darian Stewart\StewDa00,DB,TAM,"$930,000 "
,Aaron Brewer\BrewAa00,LS,ARI,"$930,000 "
,Corey Liuget\LiugCo00,DT,OAK,"$930,000 "
,Dwayne Harris\HarrDw00,WR,OAK,"$930,000 "
,Terrell McClain\McClTe00,DL,KAN,"$930,000 "
,Nick Bellore\BellNi01,LB,SEA,"$930,000 "
,Chris Clark\ClarCh21,T,HOU,"$930,000 "
,Bilal Powell\PoweBi00,RB,NYJ,"$930,000 "
,Nick Sundberg\SundNi00,C,WAS,"$930,000 "
,Ted Larsen\LarsTe20,C,CHI,"$930,000 "
,John Jerry\JerrJo20,G,CIN,"$930,000 "
,Jon Weeks\WeekJo00,C,HOU,"$930,000 "
,Jake McQuaide\McQuJa00,LS,LAR,"$930,000 "
,Josh Bellamy\BellJo02,WR,NYJ,"$930,000 "
,Bryan Anger\AngeBr00,P,HOU,"$930,000 "
,Nigel Bradham\BradNi00,OLB,PHI,"$930,000 "
,Kurt Coleman\ColeKu99,LB,BUF,"$930,000 "
,Adrian Clayborn\ClayAd00,DL,ATL,"$930,000 "
,Pernell McPhee\McPhPe00,DL,BAL,"$930,000 "
,Lance Kendricks\KendLa00,TE,LAC,"$930,000 "
,Marcus Sherels\SherMa20,DB,MIN,"$930,000 "
769,Mike Hughes\HughMi00,CB,MIN,"$928,522 "
770,DeMarcus Walker\WalkDe03,DE,DEN,"$926,260 "
771,Cody Latimer\LatiCo00,WR,NYG,"$925,000 "
772,Sony Michel\MichSo00,RB,NWE,"$917,577 "
773,Lamar Jackson\JackLa00,QB,BAL,"$910,529 "
774,Foster Moreau\MoreFo00,TE,OAK,"$910,000 "
775,Darren Fells\FellDa01,TE,HOU,"$900,000 "
,John Simon\SimoJo01,DE,NWE,"$900,000 "
,Kerry Wynn\WynnKe00,DE,CIN,"$900,000 "
,Christopher Milton\MiltCh00,CB,TEN,"$900,000 "
,Josh Mauro\MaurJo00,DE,OAK,"$900,000 "
,Jamie Collins\CollJa00,OLB,NWE,"$900,000 "
,Tyler Larsen\LarsTy00,C,CAR,"$900,000 "
,John Miller\MillJo04,OG,CIN,"$900,000 "
,Shamar Stephen\StepSh00,DT,MIN,"$900,000 "
,Bobby Hart\HartBo00,OG,CIN,"$900,000 "
,Preston Brown\BrowPr00,ILB,CIN,"$900,000 "
786,Raekwon McMillan\McMiRa02,ILB,MIA,"$892,049 "
787,Dalvin Tomlinson\TomlDa00,DT,NYG,"$880,646 "
788,Zach Cunningham\CunnZa00,OLB,HOU,"$871,522 "
789,Ethan Pocic\PociEt00,C,SEA,"$865,821 "
790,Chidobe Awuzie\AwuzCh00,CB,DAL,"$854,417 "
791,Zach Line\LineZa01,FB,NOR,"$850,000 "
,Wil Lutz\LutzWi00,K,NOR,"$850,000 "
,Tyrann Mathieu\MathTy00,CB,KAN,"$850,000 "
,Chris Banjo\BanjCh00,S,ARI,"$850,000 "
,David Mayo\MayoDa00,ILB,NYG,"$850,000 "
,P.J. Williams\WillP.00,CB,NOR,"$850,000 "
,Maurice Alexander\AlexMa00,SS,BUF,"$850,000 "
,Preston Smith\SmitPr00,DE,GNB,"$850,000 "
,Josh Hill\HillJo02,TE,NOR,"$850,000 "
,Cassius Marsh\MarsCa00,DE,ARI,"$850,000 "
,Brent Urban\UrbaBr00,DE,TEN,"$850,000 "
,D.J. Fluker\FlukDJ00,OT,SEA,"$850,000 "
,Denzel Perryman\PerrDe00,ILB,LAC,"$850,000 "
,Neiko Thorpe\ThorNe00,DB,SEA,"$850,000 "
805,JuJu Smith-Schuster\SmitJu00,WR,PIT,"$846,434 "
806,Dion Dawkins\DawkDi00,OG,BUF,"$845,294 "
807,Taylor Moton\MotoTa00,OT,CAR,"$843,014 "
808,Tanoh Kpassagnon\KpasTa00,DE,KAN,"$832,838 "
809,Chris Hogan\HogaCh00,WR,CAR,"$825,000 "
,Olsen Pierre\PierOl00,DT,NYG,"$825,000 "
811,Maxx Crosby\CrosMa00,EDGE,OAK,"$822,500 "
812,Austin Corbett\CorbAu00,C,CLE,"$821,745 "
813,Larry Ogunjobi\OgunLa00,DT,CLE,"$820,200 "
814,Jonathan Bullard\BullJo00,DE,ARI,"$820,000 "
,James Winchester\WincJa00,LS,KAN,"$820,000 "
816,Will Hernandez\HernWi00,OG,NYG,"$818,670 "
817,Nick Chubb\ChubNi00,RB,CLE,"$815,595 "
818,Ahkello Witherspoon\WithAh00,CB,SFO,"$815,375 "
819,Dawuane Smoot\SmooDa00,DE,JAX,"$812,500 "
,Dru Samia\SamiDr00,OL,MIN,"$812,500 "
,Justice Hill\HillJu00,RB,BAL,"$812,500 "
822,Cooper Kupp\KuppCo00,WR,LAR,"$811,000 "
823,Pat Elflein\ElflPa00,C,MIN,"$809,500 "
824,Darius Leonard\LeonDa00,LB,IND,"$809,446 "
825,Alvin Kamara\KamaAl00,RB,NOR,"$807,500 "
826,Braden Smith\SmitBr06,OG,IND,"$806,986 "
827,Anthony Chickillo\ChicAn00,DE,PIT,"$806,000 "
828,Chris Conley\ConlCh00,WR,JAX,"$805,000 "
,Greg Van Roten\VanRGr00,G,CAR,"$805,000 "
,Earl Watford\WatfEa00,OG,TAM,"$805,000 "
,Tyler Shatley\ShatTy00,OG,JAX,"$805,000 "
,Najee Goode\GoodNa00,ILB,JAX,"$805,000 "
,Danny Shelton\ShelDa01,DT,NWE,"$805,000 "
,Brynden Trawick\TrawBr00,S,BAL,"$805,000 "
