Rk,Name,Pos,Tm,Salary
,Ty Montgomery\MontTy01,WR/RB,NYJ,"$805,000 "
,Tyeler Davison\DaviTy01,DT,ATL,"$805,000 "
,Kenjon Barner\BarnKe00,RB,ATL,"$805,000 "
,Jordan Devey\DeveJo00,T,OAK,"$805,000 "
,Kevin Pierre-Louis\PierKe00,OLB,CHI,"$805,000 "
,Bradley Pinion\PiniBr00,P,TAM,"$805,000 "
,Rakeem Nunez-Roches\NuneRa00,DT,TAM,"$805,000 "
,Blidi Wreh-Wilson\WrehBl00,CB,ATL,"$805,000 "
,T.J. Jones\JoneT.00,WR,NYG,"$805,000 "
,Justin Coleman\ColeJu01,CB,DET,"$805,000 "
,JJ Nelson\NelsJJ00,WR,OAK,"$805,000 "
,Tony Bergstrom\BergTo00,OT,WAS,"$805,000 "
,Phillip Gaines\GainPh00,CB,HOU,"$805,000 "
,Kevin Minter\MintKe00,ILB,TAM,"$805,000 "
,Ramik Wilson\WilsRa00,ILB,ARI,"$805,000 "
,Frank Clark\ClarFr01,DE,KAN,"$805,000 "
,Ryan Groy\GroyRy00,OG,LAC,"$805,000 "
,Jesse James\JameJe00,TE,DET,"$805,000 "
,Maxx Williams\WillMa04,TE,ARI,"$805,000 "
,Cedric Ogbuehi\OgbuCe00,OT,JAX,"$805,000 "
,Ben Garland\GarlBe00,DL,SFO,"$805,000 "
,Patrick Omameh\OmamPa00,G,NOR,"$805,000 "
,Jamar Taylor\TaylJa01,CB,SEA,"$805,000 "
,Dakota Dozier\DoziDa00,OT,MIN,"$805,000 "
,A.J. Cann\CannA.00,OG,JAX,"$805,000 "
,Lane Johnson\JohnLa01,OT,PHI,"$805,000 "
,A.Q. Shipley\ShipA.20,C,ARI,"$805,000 "
,Levine Toilolo\ToilLe00,TE,SFO,"$805,000 "
,D.J. Alexander\AlexD.00,OLB,JAX,"$805,000 "
,Corey Nelson\NelsCo00,OLB,DEN,"$805,000 "
,Bennie Fowler\FowlBe00,WR,NYG,"$805,000 "
,Xavier Su'a-Filo\Sua-Xa00,OG,DAL,"$805,000 "
,Stephone Anthony\AnthSt00,ILB,NOR,"$805,000 "
,Josh Wells\WellJo02,T,TAM,"$805,000 "
,Josh Robinson\RobiJo01,CB,JAX,"$805,000 "
,Javorius Allen\AlleJa01,RB,NYG,"$805,000 "
,Luke Willson\WillLu00,TE,SEA,"$805,000 "
,Johnathan Cyprien\CyprJo00,SS,2TM,"$805,000 "
,Dontrelle Inman\InmaDo00,WR,LAC,"$805,000 "
,Daniel Brown\BrowDa04,TE,NYJ,"$805,000 "
,Justin Hardy\HardJu00,WR,ATL,"$805,000 "
,Alex Okafor\OkafAl00,DE,KAN,"$805,000 "
,Geremy Davis\DaviGe00,WR,LAC,"$805,000 "
,Kemal Ishmael\IshmKe00,DB,ATL,"$805,000 "
,Ryan Grant\GranRy01,WR,OAK,"$805,000 "
,Bryce Hager\HageBr00,ILB,LAR,"$805,000 "
,James O'Shaughnessy\O'ShJa00,TE,JAX,"$805,000 "
,Nathan Stupar\StupNa01,OLB,NYG,"$805,000 "
,Cairo Santos\SantCa01,K,TEN,"$805,000 "
,Joe Cardona\CardJo00,LS,NWE,"$805,000 "
,Charley Hughlett\HughCh01,LS,CLE,"$805,000 "
,Jeremiah Attaochu\AttaJe00,OLB,DEN,"$805,000 "
,Antone Exum\ExumAn00,CB,SFO,"$805,000 "
,Jaylen Watkins\WatkJa01,CB,LAC,"$805,000 "
,Trey Flowers\FlowTr00,DE,DET,"$805,000 "
,Vince Williams\WillVi01,ILB,PIT,"$805,000 "
,Tank Carradine\CarrCo00,DE,MIA,"$805,000 "
,LaRoy Reynolds\ReynLa00,LB,CIN,"$805,000 "
,Benson Mayowa\MayoBe00,DE,OAK,"$805,000 "
,Cornelius Lucas\LucaCo01,T,CHI,"$805,000 "
,Nick Williams\WillNi01,DT,CHI,"$805,000 "
,Sean Mannion\MannSe00,QB,MIN,"$805,000 "
,Jordan Richards\RichJo00,SS,NWE,"$805,000 "
,Albert McClellan\McClAl00,DE,NYJ,"$805,000 "
,T.Y. McGill\McGiT.00,DT,LAC,"$805,000 "
,Logan Thomas\ThomLo00,QB/TE,DET,"$805,000 "
,Terrence Brooks\BrooTe00,FS,NWE,"$805,000 "
,John Jenkins\JenkJo00,DT,MIA,"$805,000 "
,Dontae Johnson\JohnDo02,FS,2TM,"$805,000 "
,Bashaud Breeland\BreeBa00,CB,KAN,"$805,000 "
,David Fales\FaleDa00,QB,NYJ,"$805,000 "
,Jahleel Addae\AddaJa00,S,HOU,"$805,000 "
,De'Anthony Thomas\ThomDe05,RB,KAN,"$805,000 "
,Blake Bell\BellBl00,TE,KAN,"$805,000 "
909,Ronald Jones\JoneRo01,RB,TAM,"$801,450 "
910,Michael Palardy\PalaMi00,P,CAR,"$800,000 "
,Sheldrick Redwine\RedwSh00,S,CLE,"$800,000 "
912,James Daniels\DaniJa01,C,CHI,"$795,916 "
913,Dan Feeney\FeenDa00,OG,LAC,"$793,000 "
914,Courtland Sutton\SuttCo00,WR,DEN,"$790,996 "
915,Harold Landry\LandHa00,OLB,TEN,"$786,077 "
916,Mike Gesicki\GesiMi00,TE,MIA,"$780,542 "
917,Marcus Davenport\DaveMa00,DE,NOR,"$779,632 "
918,Kerryon Johnson\JohnKe06,RB,DET,"$775,622 "
919,Taywan Taylor\TaylTa00,WR,CLE,"$773,500 "
920,Dante Pettis\PettDa00,WR,SFO,"$770,934 "
921,Josh Jackson\JackJo01,CB,GNB,"$764,368 "
922,Jordan Willis\WillJo09,DE,NYJ,"$754,750 "
923,Ben Braunecker\BrauBe00,TE,CHI,"$750,000 "
,Akeem King\KingAk00,DB,SEA,"$750,000 "
,Eric Tomlinson\TomlEr01,TE,2TM,"$750,000 "
926,Isaac Seumalo\SeumIs00,OG,PHI,"$749,000 "
927,Christian Kirk\KirkCh01,WR,ARI,"$747,948 "
928,C.J. Prosise\ProsC.00,RB,SEA,"$745,000 "
929,Uchenna Nwosu\NwosUc00,OLB,LAC,"$741,799 "
930,Nick Vannett\VannNi00,TE,2TM,"$736,000 "
,Chris Wormley\WormCh00,DT,BAL,"$736,000 "
932,Dallas Goedert\GoedDa00,TE,PHI,"$735,649 "
933,Connor Williams\WillCo00,OT,DAL,"$729,500 "
934,Duke Riley\RileDu00,OLB,2TM,"$726,500 "
935,Anthony Miller\MillAn02,WR,CHI,"$723,350 "
936,Ronald Blair\BlaiRo00,DE,SFO,"$720,000 "
,Romeo Okwara\OkwaRo01,DE,DET,"$720,000 "
,Jayrone Elliott\ElliJa02,LB,PIT,"$720,000 "
,Andrew Adams\AdamAn00,FS,TAM,"$720,000 "
,Anthony Zettel\ZettAn00,DE,CIN,"$720,000 "
,DeAndre Houston-Carson\HousDe00,FS,CHI,"$720,000 "
,Shilique Calhoun\CalhSh00,DE,NWE,"$720,000 "
,Riley Dixon\DixoRi00,P,NYG,"$720,000 "
,David Fluellen\FlueDa00,RB,TEN,"$720,000 "
,Kamu Grugier-Hill\GrugKa00,OLB,PHI,"$720,000 "
,Darius Jennings\JennDa00,WR,TEN,"$720,000 "
,Marqui Christian\ChriMa00,SS,LAR,"$720,000 "
,Josh Andrews\AndrJo01,G,IND,"$720,000 "
,Joey Bosa\BosaJo00,DE,LAC,"$720,000 "
,Javien Elliott\ElliJa01,CB,CAR,"$720,000 "
,Sheldon Day\DayxSh00,DT,SFO,"$720,000 "
,Bryan Witzmann\WitzBr00,T,CAR,"$720,000 "
,Carson Wentz\WentCa00,QB,PHI,"$720,000 "
,Wendell Smallwood\SmalWe00,RB,WAS,"$720,000 "
,Pharoh Cooper\CoopPh00,WR,2TM,"$720,000 "
,Danny Vitale\VitaDa00,FB,GNB,"$720,000 "
,Jihad Ward\WardJi02,DE,2TM,"$720,000 "
,Joe Dahl\DahlJo00,OG,DET,"$720,000 "
,Trevor Davis\DaviTr03,WR,2TM,"$720,000 "
,Paul Perkins\PerkPa00,RB,DET,"$720,000 "
,Ted Karras\KarrTe00,OG,NWE,"$720,000 "
,DeForest Buckner\BuckDe00,DT,SFO,"$720,000 "
,Dwayne Washington\WashDw00,RB,NOR,"$720,000 "
,Clayton Fejedelem\FejeCl00,FS,CIN,"$720,000 "
,Ameer Abdullah\AbduAm00,RB,MIN,"$720,000 "
,Lac Edwards\EdwaLa01,P,NYJ,"$720,000 "
,Miles Killebrew\KillMi00,SS,DET,"$720,000 "
,Damiere Byrd\ByrdDa00,WR,ARI,"$720,000 "
,Darren Waller\WallDa01,WR,OAK,"$720,000 "
,Mike Thomas\ThomMi04,WR,LAR,"$720,000 "
,Curtis Riley\RileCu00,CB,OAK,"$720,000 "
,Rick Lovato\LovaRi00,LS,PHI,"$720,000 "
,Brett Jones\JoneBr04,C,MIN,"$720,000 "
,Darian Thompson\ThomDa05,FS,DAL,"$720,000 "
,Luke Rhodes\RhodLu00,LB,IND,"$720,000 "
,Derek Watt\WattDe00,FB,LAC,"$720,000 "
,Seth Devalve\DevaSe00,TE,JAX,"$720,000 "
,Maurice Canady\CanaMa00,CB,BAL,"$720,000 "
,Justin March-Lillard\MarcJu00,LB,DAL,"$720,000 "
,DeAndre Washington\WashDe00,RB,OAK,"$720,000 "
,Tyler Matakevich\MataTy00,ILB,PIT,"$720,000 "
,Stephen Weatherly\WeatSt00,OLB,MIN,"$720,000 "
,C.J. Goodwin\GoodC.00,WR,DAL,"$720,000 "
,Jonathan Williams\WillJo07,RB,IND,"$720,000 "
,Kentrell Brothers\BrotKe00,ILB,MIN,"$720,000 "
,James Ferentz\FereJa00,C,NWE,"$720,000 "
,Kavon Frazier\FrazKa00,FS,DAL,"$720,000 "
,LeShaun Sims\SimsLe00,CB,TEN,"$720,000 "
,Andy Janovich\JanoAn00,FB,DEN,"$720,000 "
,Andrew Billings\BillAn00,DT,CIN,"$720,000 "
,Deon Bush\BushDe00,FS,CHI,"$720,000 "
,Cody Core\CoreCo00,WR,NYG,"$720,000 "
,Kameron Canaday\CanaKa00,LS,PIT,"$720,000 "
,Damien Wilson\WilsDa02,ILB,KAN,"$720,000 "
,Chris Moore\MoorCh00,WR,BAL,"$720,000 "
,B.J. Goodson\GoodB.00,OLB,GNB,"$720,000 "
,Senorise Perry\PerrSe00,RB,BUF,"$720,000 "
,Jakeem Grant\GranJa00,WR,MIA,"$720,000 "
,Sharrod Neasman\NeasSh00,S,ATL,"$720,000 "
,Jayron Kearse\KearJa00,SS,MIN,"$720,000 "
,MyCole Pruitt\PruiMy00,TE,TEN,"$720,000 "
,Ben Koyack\KoyaBe00,TE,JAX,"$720,000 "
,Hassan Ridgeway\RidgHa00,DT,PHI,"$720,000 "
,Patrick Scales\ScalPa00,LS,CHI,"$720,000 "
,Devontae Booker\BookDe00,RB,DEN,"$720,000 "
,Tyler Ervin\ErviTy00,RB,JAX,"$720,000 "
1007,Kemoko Turay\TuraKe00,OLB,IND,"$717,200 "
1008,Alex Anzalone\AnzaAl00,OLB,NOR,"$717,000 "
1009,Zach Gentry\GentZa00,TE,PIT,"$715,000 "
1010,M.J. Stewart\StewM.00,CB,TAM,"$711,051 "
1011,Dre Greenlaw\GreeDr00,LB,SFO,"$710,000 "
1012,Hunter Renfrow\RenfHu00,WR,OAK,"$707,500 "
1013,Jessie Bates\BateJe00,FS,CIN,"$704,901 "
1014,Daylon Mack\MackDa00,DL,BAL,"$704,500 "
1015,Cameron Smith\SmitCa01,LB,MIN,"$702,500 "
1016,Reid Ferguson\FergRe00,LS,BUF,"$700,000 "
,E.J. Speed\SpeeEJ00,LB,IND,"$700,000 "
,Matt LaCosse\LaCoMa00,TE,NWE,"$700,000 "
,Kerry Hyder\HydeKe01,DT,DAL,"$700,000 "
1020,Donte Jackson\JackDo02,CB,CAR,"$698,751 "
1021,Duke Dawson\DawsDu00,CB,DEN,"$695,676 "
1022,P.J. Hall\HallP.00,DT,OAK,"$693,830 "
1023,Isaiah Oliver\OlivIs00,CB,ATL,"$690,757 "
1024,Tim Williams\WillTi00,OLB,2TM,"$690,000 "
1025,Tarell Basham\BashTa00,DE,NYJ,"$687,500 "
1026,Derrius Guice\GuicDe00,RB,WAS,"$686,452 "
1027,James Washington\WashJa00,WR,PIT,"$684,607 "
1028,Fabian Moreau\MoreFa00,CB,WAS,"$684,000 "
1029,DJ Chark\CharDJ00,WR,JAX,"$682,147 "
1030,Brian O'Neill\ONeiBr00,OT,MIN,"$680,302 "
1031,Shaquill Griffin\GrifSh00,DB,SEA,"$680,000 "
1032,Kaden Smith\SmitKa00,TE,NYG,"$679,750 "
1033,Carlton Davis\DaviCa02,CB,TAM,"$679,687 "
1034,Tyquan Lewis\LewiTy00,DE,IND,"$678,457 "
1035,Delano Hill\HillDe02,FS,SEA,"$678,000 "
1036,Cameron Sutton\SuttCa00,CB,PIT,"$677,400 "
1037,Chris Godwin\GodwCh00,WR,TAM,"$677,000 "
,John Johnson\JohnJo10,S,LAR,"$677,000 "
1039,Kenny Golladay\GollKe00,WR,DET,"$676,000 "
1040,Jourdan Lewis\LewiJo01,CB,DAL,"$675,000 "
1041,Ka'dar Hollman\HollKa00,CB,GNB,"$672,500 "
,Justin Skule\SkulJu00,OT,SFO,"$672,500 "
1043,Montravius Adams\AdamMo00,DT,GNB,"$671,000 "
1044,Dexter Williams\WillDe07,RB,GNB,"$670,000 "
,Marcus Epps\EppsMa00,S,MIN,"$670,000 "
,Rasul Douglas\DougRa00,CB,PHI,"$670,000 "
1047,Jonnu Smith\SmitJo01,TE,TEN,"$669,000 "
1048,Trey Hendrickson\HendTr00,DE,NOR,"$668,000 "
,James Conner\ConnJa00,RB,PIT,"$668,000 "
1050,Brandon Parker\ParkBr01,OT,OAK,"$666,152 "
1051,Lorenzo Carter\CartLo01,DE,NYG,"$665,613 "
1052,Chad Thomas\ThomCh06,DE,CLE,"$665,000 "
1053,Justin Reid\ReidJu00,FS,HOU,"$664,979 "
1054,B.J. Hill\HillB.00,DT,NYG,"$664,345 "
1055,Fred Warner\WarnFr00,OLB,SFO,"$663,137 "
1056,Ulysees Gilbert\GilbUl00,LB,PIT,"$661,750 "
1057,Royce Freeman\FreeRo00,RB,DEN,"$661,000 "
1058,Mason Rudolph\RudoMa00,QB,PIT,"$658,267 "
1059,Jerome Baker\BakeJe00,OLB,MIA,"$654,000 "
1060,Ty Summers\SummTy00,LB,GNB,"$652,500 "
1061,Olabisi Johnson\JohnOl00,WR,MIN,"$647,500 "
1062,Geron Christian\ChriGe01,OT,WAS,"$647,000 "
1063,Damontae Kazee\KazeDa00,CB,ATL,"$645,000 "
,Bobo Wilson\WilsJe00,WR,TAM,"$645,000 "
,Keelan Cole\ColeKe00,WR,JAX,"$645,000 "
,Isaiah McKenzie\McKeIs00,WR,BUF,"$645,000 "
,Jeremy Sprinkle\SpriJe00,TE,WAS,"$645,000 "
,Tanzel Smart\SmarTa00,DT,LAR,"$645,000 "
,Montae Nicholson\NichMo00,SS,WAS,"$645,000 "
,Colin Holba\HolbCo00,LS,SFO,"$645,000 "
,Troymaine Pope\PopeTr00,RB,LAC,"$645,000 "
,Morgan Fox\FoxxMo00,DL,LAR,"$645,000 "
,Desmond King\KingDe01,FS,LAC,"$645,000 "
,Kendrick Bourne\BourKe00,WR,SFO,"$645,000 "
,Austin Carr\CarrAu00,WR,NOR,"$645,000 "
,Aaron Jones\JoneAa00,RB,GNB,"$645,000 "
,Branden Jackson\JackBr04,DE,SEA,"$645,000 "
,Elijah Wilkinson\WilkEl00,OT,DEN,"$645,000 "
,Grover Stewart\StewGr00,DT,IND,"$645,000 "
,Vince Biegel\BiegVi00,OLB,MIA,"$645,000 "
,Mack Hollins\HollMa00,WR,PHI,"$645,000 "
,Samson Ebukam\EbukSa00,OLB,LAR,"$645,000 "
,Juston Burris\BurrJu00,CB,CLE,"$645,000 "
,Brandon Wilson\WilsBr01,CB,CIN,"$645,000 "
,Lucas Patrick\PatrLu00,G,GNB,"$645,000 "
,Patrick Ricard\RicaPa00,DE,BAL,"$645,000 "
,Treyvon Hester\HestTr00,DT,WAS,"$645,000 "
,Marquel Lee\LeexMa01,ILB,OAK,"$645,000 "
,Taysom Hill\HillTa00,QB,NOR,"$645,000 "
,Mitchell Trubisky\TrubMi00,QB,CHI,"$645,000 "
,Bronson Kaufusi\KaufBr01,DE,NYJ,"$645,000 "
,Josh Tupou\TupoJo00,DT,CIN,"$645,000 "
,Chase Roullier\RoulCh00,C,WAS,"$645,000 "
,D.J. Foster\FostD.01,RB,ARI,"$645,000 "
,Matt Haack\HaacMa00,P,MIA,"$645,000 "
,Blake Jarwin\JarwBl00,TE,DAL,"$645,000 "
,Adam Butler\ButlAd00,DT,NWE,"$645,000 "
,Dean Marlowe\MarlDe00,S,BUF,"$645,000 "
,Jesse Davis\DaviJe00,T,MIA,"$645,000 "
,Jalen Reeves-Maybin\ReevJa00,OLB,DET,"$645,000 "
,Kenny Moore\MoorKe03,CB,IND,"$645,000 "
,Deatrich Wise\WiseDe00,DE,NWE,"$645,000 "
,Carl Lawson\LawsCa00,DE,CIN,"$645,000 "
,Jayon Brown\BrowJa06,ILB,TEN,"$645,000 "
,Matt Skura\SkurMa01,C,BAL,"$645,000 "
,Jon Halapio\HalaJo00,OG,NYG,"$645,000 "
,Mike Purcell\PurcMi00,DT,DEN,"$645,000 "
,Jermaine Eluemunor\ElueJe00,OG,NWE,"$645,000 "
,Davon Godchaux\GodcDa00,DT,MIA,"$645,000 "
,Nicholas Morrow\MorrNi00,LB,OAK,"$645,000 "
,Zach Banner\BannZa00,OG,PIT,"$645,000 "
,Thomas Hennessy\HennTh00,LS,NYJ,"$645,000 "
,Elijhaa Penny\PennEl00,RB,NYG,"$645,000 "
,Brian Hill\HillBr02,RB,ATL,"$645,000 "
,Rayshawn Jenkins\JenkRa00,FS,LAC,"$645,000 "
,Devante Bond\BondDe00,OLB,TAM,"$645,000 "
,Austin Ekeler\EkelAu00,RB,LAC,"$645,000 "
,Patrick Mahomes\MahoPa00,QB,KAN,"$645,000 "
,Joey Hunt\HuntJo00,C,SEA,"$645,000 "
,Tedric Thompson\ThomTe00,SS,SEA,"$645,000 "
,D.J. White\WhitD.00,CB,ATL,"$645,000 "
,Jojo Natson\NatsJo00,WR,LAR,"$645,000 "
,Torry McTyer\McTyTo00,CB,CIN,"$645,000 "
,Trey Edmunds\EdmuTr00,RB,PIT,"$645,000 "
,Harrison Butker\ButkHa00,K,KAN,"$645,000 "
,Rigoberto Sanchez\SancRi00,P,IND,"$645,000 "
,Stephen Anderson\AndeSt01,TE,LAC,"$645,000 "
,Justin Hardee\HardJu01,WR,NOR,"$645,000 "
,Anthony Walker\WalkAn01,LB,IND,"$645,000 "
,Eric Wilson\WilsEr00,ILB,MIN,"$645,000 "
,David Sharpe\SharDa02,OT,OAK,"$645,000 "
,David Moore\MoorDa03,WR,SEA,"$645,000 "
,Darrell Daniels\DaniDa02,TE,ARI,"$645,000 "
,Danny Isidora\IsidDa00,OG,MIA,"$645,000 "
,Dylan Cole\ColeDy00,LB,HOU,"$645,000 "
,Mike Hilton\HiltMi01,CB,PIT,"$645,000 "
,Cooper Rush\RushCo00,QB,DAL,"$645,000 "
,Nate Hairston\HairNa00,CB,NYJ,"$645,000 "
,Rashaad Coward\CowaRa00,DT,CHI,"$645,000 "
,Nathan Gerry\GerrNa00,SS,PHI,"$645,000 "
,Jerome Cunningham\CunnJe00,TE,WAS,"$645,000 "
,Antony Auclair\AuclAn00,TE,TAM,"$645,000 "
,Sam Tevi\TeviSa00,OT,LAC,"$645,000 "
,Caleb Brantley\BranCa00,DT,WAS,"$645,000 "
,Arthur Maulet\MaulAr00,CB,NYJ,"$645,000 "
,Jerell Adams\AdamJe01,TE,HOU,"$645,000 "
,Matt Wile\WileMa01,P,ATL,"$645,000 "
,J.D. McKissic\McKiJ.00,WR,DET,"$645,000 "
,Alex Armah\ArmaAl00,FB,CAR,"$645,000 "
,Jaleel Johnson\JohnJa09,DT,MIN,"$645,000 "
,Ricky Seals-Jones\SealRi00,WR,CLE,"$645,000 "
,Josh Harvey-Clemons\HarvJo01,SS,WAS,"$645,000 "
,Matt Breida\BreiMa00,RB,SFO,"$645,000 "
,Samaje Perine\PeriSa00,RB,CIN,"$645,000 "
,Joseph Jones\JoneJo05,OLB,DEN,"$645,000 "
,Corey Clement\ClemCo00,RB,PHI,"$645,000 "
,Eddie Jackson\JackEd01,SS,CHI,"$645,000 "
,Rudy Ford\FordRu00,S,PHI,"$645,000 "
,Tony McRae\McRaTo00,CB,CIN,"$645,000 "
,Johnny Holton\HoltJo00,WR,PIT,"$645,000 "
,Jordan Evans\EvanJo01,ILB,CIN,"$645,000 "
,Matt Feiler\FeilMa00,T,PIT,"$645,000 "
,Al-Quadin Muhammad\MuhaAl00,DE,IND,"$645,000 "
,Tarik Cohen\CoheTa00,RB,CHI,"$645,000 "
,Sean Culkin\CulkSe00,TE,LAC,"$645,000 "
,Michael Davis\DaviMi03,,LAC,"$645,000 "
,Kyle Peko\PekoKy00,DT,BUF,"$645,000 "
,Chuck Clark\ClarCh00,FS,BAL,"$645,000 "
,Jamal Adams\AdamJa00,SS,NYJ,"$645,000 "
,De'Vante Bausby\BausDe00,DB,DEN,"$645,000 "
,Jacob Hollister\HollJa03,TE,SEA,"$645,000 "
,Marvin Hall\HallMa02,WR,DET,"$645,000 "
,Matt Milano\MilaMa00,OLB,BUF,"$645,000 "
,Solomon Thomas\ThomSo00,DE,SFO,"$645,000 "
,Aldrick Rosas\RosaAl00,K,NYG,"$645,000 "
,Tanner Vallejo\VallTa00,ILB,WAS,"$645,000 "
,Alex Ellis\ElliAl01,TE,PHI,"$645,000 "
,Charles Washington\WashCh01,DB,ARI,"$645,000 "
,Jordan Dangerfield\DangJo00,FS,PIT,"$645,000 "
,Zach Wood\WoodZa00,DE,NOR,"$645,000 "
,Roy Robertson-Harris\RobeRo00,LB,CHI,"$645,000 "
,Jermaine Whitehead\WhitJe02,DB,CLE,"$645,000 "
,T.J. Logan\LogaT.00,RB,TAM,"$645,000 "
,Jamaal Williams\WillJa06,RB,GNB,"$645,000 "
,Greg Mabin\MabiGr00,CB,CIN,"$645,000 "
,Ryan Switzer\SwitRy00,WR,PIT,"$645,000 "
,Jake Elliott\ElliJa03,K,PHI,"$645,000 "
,Joe Walker\WalkJo01,ILB,ARI,"$645,000 "
,Ben Gedeon\GedeBe00,ILB,MIN,"$645,000 "
,Tyler Ott\OttxTy00,LS,SEA,"$645,000 "
,Carlos Watkins\WatkCa00,DT,HOU,"$645,000 "
,Ryan Glasgow\GlasRy00,DT,CIN,"$645,000 "
,D.J. Jones\JoneD.01,DT,SFO,"$645,000 "
,Daeshon Hall\HallDa01,DE,PHI,"$645,000 "
,Wayne Gallman\GallWa00,RB,NYG,"$645,000 "
,Marlon Mack\MackMa00,RB,IND,"$645,000 "
,Julie'n Davenport\DaveJu00,OT,MIA,"$645,000 "
,Josh Reynolds\ReynJo00,WR,LAR,"$645,000 "
,Dede Westbrook\WestDe00,WR,JAX,"$645,000 "
,Justin McCray\McCrJu00,G,CLE,"$645,000 "
,Isaac Rochell\RochIs00,DE,LAC,"$645,000 "
,Devin Smith\SmitDe04,WR,DAL,"$645,000 "
,C.J. Ham\HamxC.00,RB,MIN,"$645,000 "
,George Kittle\KittGe00,TE,SFO,"$645,000 "
,Corey Davis\DaviCo03,WR,TEN,"$645,000 "
,Deon Lacey\LaceDe00,LB,MIA,"$645,000 "
,Chris Carson\CarsCh00,RB,SEA,"$645,000 "
,Zane Gonzalez\GonzZa00,K,ARI,"$645,000 "
,Xavier Woods\WoodXa00,SS,DAL,"$645,000 "
,Isaiah Irving\IrviIs00,OLB,CHI,"$645,000 "
,Jamal Agnew\AgneJa00,CB,DET,"$645,000 "
1212,Sam Hubbard\HubbSa00,DE,CIN,"$640,000 "
1213,Rasheem Green\GreeRa01,DT,SEA,"$639,000 "
1214,Malik Jefferson\JeffMa00,OLB,CLE,"$635,000 "
1215,Martinas Rankin\RankMa00,OT,KAN,"$634,000 "
1216,Michael Gallup\GallMi00,WR,DAL,"$629,000 "
1217,Tracy Walker\WalkTr01,S,DET,"$628,000 "
1218,Orlando Brown\BrowOr00,OT,BAL,"$627,000 "
1219,Joseph Noteboom\NoteJo00,OT,LAR,"$626,626 "
1220,Mark Andrews\AndrMa00,TE,BAL,"$624,500 "
1221,Arden Key\KeyxAr00,DE,OAK,"$624,250 "
1222,Justin Jones\JoneJu03,DT,LAC,"$621,481 "
1223,Ronnie Harrison\HarrRo02,SS,JAX,"$617,500 "
1224,Tre'Quan Smith\SmitTr03,WR,NOR,"$616,500 "
1225,Alex Cappa\CappAl00,OT,TAM,"$615,000 "
1226,Oren Burks\BurkOr00,ILB,GNB,"$606,500 "
1227,Tarvarius Moore\MoorTa00,S,SFO,"$603,000 "
1228,Derrick Nnadi\NnadDe00,DT,KAN,"$601,500 "
1229,Jordan Akins\AkinJo00,TE,HOU,"$600,000 "
1230,Rashaan Gaulden\GaulRa00,CB,CAR,"$595,250 "
1231,Dorian O'Daniel\ODanDo00,OLB,KAN,"$584,000 "
1232,Nyheim Hines\HineNy00,RB,IND,"$570,000 "
,Mitchell Loewen\LoewMi00,DE,NOR,"$570,000 "
,Greg Stroman\StroGr00,CB,WAS,"$570,000 "
,Jason Sanders\SandJa00,K,MIA,"$570,000 "
,Keke Coutee\CoutKe00,WR,HOU,"$570,000 "
,Durham Smythe\SmytDu00,TE,MIA,"$570,000 "
,Trenton Cannon\CannTr00,RB,NYJ,"$570,000 "
,Dalton Schultz\SchuDa00,TE,DAL,"$570,000 "
,Jermaine Carter\CartJe00,LB,CAR,"$570,000 "
,Will Richardson\RichWi01,OT,JAX,"$570,000 "
,Trent Sieg\SiegTr00,LS,OAK,"$570,000 "
,Johnny Mundt\MundJo00,TE,LAR,"$570,000 "
,Quenton Nelson\NelsQu00,OG,IND,"$570,000 "
,Leon Jacobs\JacoLe00,OLB,JAX,"$570,000 "
,Taylor Stallworth\StalTa00,DT,NOR,"$570,000 "
,Ross Dwelley\DwelRo00,TE,SFO,"$570,000 "
,Grant Haley\HaleGr00,CB,NYG,"$570,000 "
,Ifeadi Odenigbo\OdenIf00,DE,MIN,"$570,000 "
,Ike Boettger\BoetIk00,G,BUF,"$570,000 "
,Troy Apke\ApkeTr00,S,WAS,"$570,000 "
,JK Scott\ScotJK00,P,GNB,"$570,000 "
,Sean Chandler\ChanSe00,FS,NYG,"$570,000 "
,Isaiah Ford\FordIs00,WR,MIA,"$570,000 "
,Josh Allen\AlleJo02,QB,BUF,"$570,000 "
,Natrell Jamerson\JameNa00,FS,CAR,"$570,000 "
,Keith Kirkwood\KirkKe00,WR,NOR,"$570,000 "
,Colby Wadman\WadmCo00,P,DEN,"$570,000 "
,Dorance Armstrong\ArmsDo00,DE,DAL,"$570,000 "
,Avery Moss\MossAv00,DE,MIA,"$570,000 "
,Fadol Brown\BrowFa00,DE,GNB,"$570,000 "
,Anthony Firkser\FirkAn00,TE,TEN,"$570,000 "
,J.C. Jackson\JackJ.00,DB,NWE,"$570,000 "
,Chad Beebe\BeebCh00,WR,MIN,"$570,000 "
,Jamil Douglas\DougJa00,OG,TEN,"$570,000 "
,Tyler Conklin\ConkTy00,TE,MIN,"$570,000 "
,Ito Smith\SmitIt00,RB,ATL,"$570,000 "
,Frankie Luvu\LuvuFr00,LB,NYJ,"$570,000 "
,Ogbonnia Okoronkwo\OkorOg00,DE,LAR,"$570,000 "
,Alexander Johnson\JohnAl01,LB,DEN,"$570,000 "
,Tyrell Crosby\CrosTy00,OT,DET,"$570,000 "
,Marcell Ateman\AtemMa00,WR,OAK,"$570,000 "
,Hunter Bradley\BradHu00,LS,GNB,"$570,000 "
,Jamal Carter\CartJa02,S,ATL,"$570,000 "
